Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L,Road_City,Road_Highway,Road_Rural
CAR067,36.79,85,100.6,1803.0,24.6,0,0,445.4,0.14,3.09,311.19,34.9505,1,0,0
CAR130,24.48,10,26.4,2938.0,19.3,1,2,101.8,0.31,1.54,40.99,5.866,0,0,1
CAR155,18.37,10,76.0,2208.0,42.6,1,0,297.8,0.18,2.39,165.26,17.4515,0,0,1
CAR147,3.39,10,29.7,1815.0,28.0,0,1,393.5,0.63,0.88,26.46,3.2205,0,0,1
CAR135,14.41,20,44.2,1845.0,35.6,1,0,340.0,0.82,0.83,37.57,5.807,0,0,1
CAR138,13.05,20,42.1,2376.0,25.8,0,2,409.8,0.78,1.95,74.06,12.3975,1,0,0
CAR022,40.05,0,19.1,1145.0,24.4,0,1,273.2,0.83,1.44,27.38,2.7,0,0,1
CAR019,7.74,10,57.7,1991.0,29.1,1,0,244.0,0.59,3.33,182.24,7.353,0,1,0
CAR064,17.54,10,12.2,1501.0,40.9,1,1,420.6,0.26,0.37,3.99,0.57,1,0,0
CAR145,13.83,85,67.6,1777.0,48.0,0,2,215.9,0.73,3.67,216.57,13.1385,1,0,0
CAR028,34.54,20,82.5,2567.0,28.7,0,2,387.2,0.77,3.47,269.94,32.812999999999995,0,1,0
CAR168,12.84,10,59.6,2208.0,24.2,0,0,306.0,0.19,3.45,196.32,12.198,1,0,0
CAR192,21.74,20,38.1,2147.0,35.4,1,2,133.9,0.37,0.39,14.51,2.343,0,1,0
CAR030,24.2,10,35.5,2780.0,27.4,0,1,264.5,0.66,1.56,53.92,6.107,0,1,0
CAR005,29.11,85,97.6,2276.0,27.8,1,0,421.0,0.26,1.24,106.82,27.6545,0,1,0
CAR187,42.24,85,50.0,2997.0,11.7,1,1,402.6,0.52,4.08,300.65,35.01175,1,0,0
CAR177,18.64,20,54.8,1706.0,19.4,1,0,249.3,0.44,3.27,155.27,17.708,0,0,1
CAR155,43.82,0,59.2,2257.0,23.4,0,2,421.1,0.5,3.35,203.04,23.628,1,0,0
CAR187,40.67,20,28.5,2382.0,19.9,0,0,164.1,0.11,4.29,116.94,15.523,1,0,0
CAR087,27.58,85,50.3,910.0,30.6,1,1,259.3,0.1,3.83,188.03,26.201,1,0,0
CAR037,38.79,10,62.4,2013.0,23.5,0,2,118.5,0.57,4.04,219.98,25.955,0,1,0
CAR006,24.23,20,81.1,1887.0,32.4,1,0,102.8,0.87,0.56,39.9,6.579,1,0,0
CAR066,21.6,10,39.1,1528.0,37.4,0,2,436.7,0.35,2.51,87.2,11.931,1,0,0
CAR184,4.45,20,19.3,2368.0,32.1,0,0,234.8,0.24,2.32,38.56,4.2275,1,0,0
CAR137,13.57,10,96.9,2148.0,28.6,1,0,411.7,0.49,1.52,125.81,12.8915,0,1,0
CAR160,41.95,20,39.0,2495.0,33.0,0,2,247.9,0.09,1.82,71.18,11.061,0,0,1
CAR070,40.65,10,49.1,3157.0,23.6,1,0,205.5,0.81,1.24,62.86,8.915,1,0,0
CAR013,3.19,10,17.4,2989.0,21.2,1,0,142.3,0.79,4.14,62.98,3.0305,0,0,1
CAR179,18.92,20,5.0,2844.0,30.8,0,0,138.9,0.28,4.22,22.07,3.233,1,0,0
CAR034,15.28,0,40.0,1751.0,34.1,0,1,306.3,0.18,1.91,70.71,6.548,1,0,0
CAR177,10.96,85,14.7,1878.0,39.1,1,0,359.8,0.63,3.33,50.12,10.412,1,0,0
CAR183,29.2,85,56.2,1690.0,26.4,0,1,180.4,0.38,2.42,129.03,27.74,1,0,0
CAR023,44.32,20,61.7,1660.0,24.3,1,1,86.2,0.43,1.66,89.75,12.642,0,1,0
CAR020,10.63,20,41.8,3407.0,33.4,0,1,218.0,0.43,0.26,10.11,1.567,1,0,0
CAR169,37.72,20,37.5,1557.0,39.4,0,0,259.3,0.28,3.29,106.69,15.524,1,0,0
CAR198,14.54,20,58.0,2005.0,30.6,0,2,144.1,0.63,1.2,66.62,11.307,1,0,0
CAR082,4.14,20,52.8,2370.0,22.1,1,2,362.3,0.79,4.37,214.58,3.933,1,0,0
CAR088,23.42,20,40.9,4119.0,32.5,0,2,310.2,0.43,1.5,63.31,11.853,1,0,0
CAR168,17.08,10,54.3,700.0,30.2,1,0,106.2,0.19,0.31,15.75,1.463,1,0,0
CAR150,36.44,0,62.7,1574.0,34.7,1,2,163.4,0.82,0.45,24.99,2.611,1,0,0
CAR072,37.29,85,74.1,2632.0,14.0,0,1,182.7,0.69,3.86,263.85,35.01175,0,1,0
CAR108,23.62,85,55.6,2165.0,29.4,1,2,206.4,0.52,1.26,61.49,20.923,0,1,0
CAR200,29.55,85,50.0,3406.0,43.4,1,1,309.8,0.12,4.1,384.76,28.0725,0,1,0
CAR112,40.18,10,50.8,1484.0,16.1,1,0,416.0,0.29,0.92,49.02,4.377,0,1,0
CAR160,19.8,20,57.9,2393.0,20.0,0,1,414.1,0.56,1.59,92.97,13.384,0,1,0
CAR149,34.09,10,37.7,3092.0,24.5,1,2,276.2,0.44,1.06,40.47,5.488,0,1,0
CAR153,21.22,20,54.1,1969.0,36.3,1,0,87.2,0.59,4.49,209.05,20.159,1,0,0
CAR174,7.9,85,46.1,1813.0,34.5,0,1,376.1,0.78,2.93,139.8,7.505,0,1,0
CAR199,32.53,10,36.0,2951.0,30.8,0,1,259.3,0.63,2.52,84.13,10.867,0,0,1
CAR063,28.95,20,16.1,1908.0,36.0,0,2,121.1,0.75,0.98,16.29,2.962,1,0,0
CAR049,23.81,10,50.0,1677.0,35.7,0,2,402.4,0.81,4.19,127.15,18.797,1,0,0
CAR194,35.78,85,47.4,1387.0,31.3,1,1,79.3,0.28,3.51,166.75,33.991,1,0,0
CAR173,23.02,10,26.7,2283.0,22.8,0,1,133.2,0.09,0.83,21.69,2.538,1,0,0
CAR155,12.58,20,61.9,2254.0,21.9,0,0,388.0,0.54,0.64,33.71,4.736,0,1,0
CAR032,4.55,10,43.2,1515.0,24.9,1,1,441.4,0.87,4.04,156.4,4.3225,1,0,0
CAR086,39.06,85,35.5,1766.0,25.7,0,0,185.7,0.1,1.94,63.04,19.432,1,0,0
CAR150,4.63,20,31.0,3159.0,20.6,0,0,110.2,0.57,0.41,13.21,2.096,1,0,0
CAR109,20.81,10,45.6,2313.0,30.2,1,2,338.3,0.54,3.42,153.08,19.7695,1,0,0
CAR191,34.18,20,58.0,1534.0,42.0,1,2,161.4,0.27,0.99,52.23,9.241,1,0,0
CAR155,17.2,85,54.0,2120.0,26.1,0,2,259.3,0.81,3.95,217.37,16.34,0,0,1
CAR039,3.87,0,83.2,2361.0,43.0,0,1,224.7,0.37,2.98,227.33,3.6765,0,0,1
CAR109,9.69,20,20.5,2592.0,26.4,0,0,191.5,0.1,4.05,70.83,9.205,1,0,0
CAR051,25.14,20,48.6,1412.0,27.3,1,0,130.2,0.15,1.89,84.16,11.419,1,0,0
CAR187,12.69,85,83.6,1540.0,17.7,1,0,301.1,0.56,4.12,349.76,12.0555,1,0,0
CAR141,32.32,0,59.0,1638.0,30.0,0,1,121.9,0.11,1.14,68.45,4.819,1,0,0
CAR035,35.96,20,5.0,2031.0,28.3,0,1,259.3,0.38,0.37,1.71,0.267,1,0,0
CAR188,21.86,85,68.3,2084.0,23.9,0,2,216.0,0.37,1.09,66.78,20.767,0,0,1
CAR200,16.81,20,22.2,1712.0,38.7,0,2,379.5,0.32,2.89,66.44,10.22,1,0,0
CAR151,28.64,0,17.7,2801.0,22.7,1,2,348.9,0.85,4.01,66.22,8.919,1,0,0
CAR172,33.0,20,64.1,1905.0,21.5,0,2,410.1,0.44,2.06,119.85,20.544,1,0,0
CAR074,9.62,20,69.2,2476.0,46.0,0,2,178.7,0.33,3.55,248.18,9.139,0,0,1
CAR010,13.4,20,31.5,2240.0,28.5,1,1,364.0,0.28,0.42,11.96,1.806,0,0,1
CAR193,14.44,20,5.9,1701.0,41.0,0,1,415.3,0.84,2.31,13.84,2.427,1,0,0
CAR135,11.58,10,55.9,2599.0,26.8,0,0,166.9,0.41,0.3,16.48,1.598,0,1,0
CAR039,32.71,20,57.4,2944.0,28.7,1,1,350.8,0.56,0.88,51.83,8.51,0,1,0
CAR057,43.73,10,35.7,2208.0,40.9,1,0,332.5,0.7,2.54,82.3,10.132,0,1,0
CAR058,18.2,20,67.2,2286.0,24.6,1,0,392.3,0.05,2.36,158.72,17.29,1,0,0
CAR086,20.19,20,39.6,1532.0,38.4,1,1,127.3,0.18,4.45,159.64,19.1805,1,0,0
CAR115,8.56,10,41.9,3337.0,35.0,1,2,340.3,0.59,0.92,36.62,5.221,0,1,0
CAR035,35.15,20,37.5,2286.0,12.5,0,2,255.5,0.65,3.38,130.24,22.357,1,0,0
CAR118,42.36,20,49.8,2824.0,23.0,1,1,429.8,0.4,0.55,28.39,4.544,0,1,0
CAR021,44.37,10,25.0,3118.0,18.9,0,0,173.8,0.81,1.57,39.89,5.197,1,0,0
CAR065,33.78,20,62.5,2284.0,22.8,0,1,259.3,0.26,0.7,39.62,5.477,0,1,0
CAR009,34.02,10,82.6,1344.0,18.0,0,1,107.2,0.45,3.8,292.7,32.319,0,0,1
CAR146,13.16,85,25.8,2346.0,12.2,0,2,319.7,0.56,3.93,96.34,12.502,1,0,0
CAR109,3.4,85,43.8,2124.0,26.5,0,2,106.1,0.08,2.16,94.81,3.23,1,0,0
CAR002,18.68,0,86.1,2207.0,37.1,0,2,207.1,0.46,1.81,161.51,14.63,0,1,0
CAR115,31.24,10,50.0,2277.0,30.9,0,2,87.1,0.65,2.91,276.84,29.678,1,0,0
CAR107,16.19,20,5.9,2118.0,22.6,0,1,363.3,0.72,1.08,5.63,0.87,0,1,0
CAR138,20.74,20,52.4,1806.0,22.4,1,1,366.3,0.37,1.08,55.73,8.585,0,1,0
CAR015,13.53,20,75.8,2317.0,23.1,0,1,73.7,0.34,0.61,45.68,6.0,0,1,0
CAR014,31.17,10,59.5,1905.0,20.0,1,1,259.3,0.19,4.24,228.41,29.212,1,0,0
CAR027,32.1,0,50.5,3251.0,16.8,1,2,148.1,0.12,0.73,33.26,3.556,1,0,0
CAR190,37.93,10,62.4,1206.0,33.9,0,2,205.1,0.56,0.44,24.48,3.64,1,0,0
CAR028,2.04,20,54.4,2809.0,32.2,1,0,200.9,0.62,3.07,167.14,1.938,0,1,0
CAR063,25.94,0,42.7,2208.0,33.4,1,0,231.3,0.76,0.87,38.26,4.041,1,0,0
CAR198,20.38,20,64.9,3064.0,21.9,0,1,373.1,0.53,1.03,69.04,10.362,1,0,0
CAR139,30.98,10,76.9,3250.0,15.1,0,2,96.3,0.07,1.64,125.72,14.851,0,0,1
CAR170,18.93,10,50.5,2277.0,21.4,0,1,399.3,0.82,0.72,33.57,4.288,0,1,0
CAR138,8.0,0,84.2,840.0,11.0,0,1,154.1,0.05,1.88,160.16,7.6,1,0,0
CAR069,37.07,0,27.2,2139.0,30.8,0,0,367.7,0.38,1.46,37.33,2.608,0,0,1
CAR175,30.87,20,54.6,3084.0,30.9,1,0,372.5,0.24,4.47,249.0,29.3265,1,0,0
CAR178,16.23,20,55.6,1973.0,26.5,1,1,116.8,0.45,2.57,134.4,15.4185,1,0,0
CAR123,11.38,20,52.5,2605.0,27.6,1,0,189.3,0.37,2.83,144.84,10.811,1,0,0
CAR031,4.63,20,37.4,2262.0,40.7,0,2,309.9,0.29,4.31,151.78,4.398499999999999,0,1,0
CAR114,11.24,20,44.9,2307.0,12.7,0,2,71.8,0.27,3.97,160.96,10.678,1,0,0
CAR009,35.74,20,48.8,7000.0,25.7,0,0,298.0,0.34,3.13,131.26,19.117,1,0,0
CAR159,14.9,10,73.1,1982.0,32.7,0,2,130.3,0.87,2.89,181.05,14.155,0,1,0
CAR181,29.09,10,52.9,731.0,23.4,1,0,296.7,0.52,0.79,43.44,5.466,1,0,0
CAR062,43.27,10,29.8,2566.0,15.7,1,2,188.8,0.59,0.41,12.17,1.98,1,0,0
CAR004,2.2,20,63.8,2081.0,20.4,1,1,210.7,0.34,0.8,50.31,2.09,0,0,1
CAR064,17.52,20,34.3,2751.0,29.8,0,0,440.4,0.53,1.19,35.63,5.234,0,0,1
CAR147,29.98,85,5.0,3023.0,25.2,0,0,184.7,0.9,3.29,14.96,5.131,1,0,0
CAR193,28.08,20,26.4,3286.0,20.6,1,0,213.2,0.2,0.87,22.74,3.644,1,0,0
CAR013,9.04,20,5.1,1621.0,41.7,0,2,106.9,0.76,2.42,12.45,2.089,0,1,0
CAR096,18.16,0,54.3,1724.0,34.9,1,1,299.9,0.89,0.4,21.89,2.156,0,1,0
CAR116,30.93,20,41.6,1873.0,34.0,1,2,150.7,0.63,3.35,119.02,20.373,0,0,1
CAR047,7.88,0,73.1,2194.0,27.8,1,0,183.6,0.85,4.09,307.21,7.486,0,0,1
CAR122,21.73,10,39.2,1703.0,27.2,0,2,366.3,0.43,2.34,83.59,9.675,1,0,0
CAR096,23.34,20,47.6,1311.0,27.7,0,2,275.5,0.29,2.69,120.28,19.5,1,0,0
CAR092,15.37,20,8.0,1191.0,18.0,1,0,176.8,0.07,2.73,19.28,2.575,1,0,0
CAR087,25.06,10,21.1,2546.0,27.6,0,1,218.7,0.58,3.12,68.6,8.956,1,0,0
CAR191,30.6,85,46.8,2495.0,14.1,1,0,320.9,0.78,2.29,110.78,29.07,0,1,0
CAR001,7.87,10,62.8,1642.0,10.0,0,0,218.5,0.88,1.29,75.07,7.4765,1,0,0
CAR125,4.25,10,57.3,2633.0,23.6,0,2,251.4,0.54,4.09,225.45,4.0375,0,1,0
CAR051,43.26,10,89.4,2533.0,21.8,1,2,89.2,0.77,4.02,369.99,35.01175,0,1,0
CAR145,24.97,20,56.7,2811.0,26.4,0,0,113.8,0.77,0.66,33.18,4.959,0,1,0
CAR065,40.73,10,19.2,3884.0,32.2,1,1,274.1,0.18,3.25,56.68,6.276,0,1,0
CAR024,37.56,20,33.1,2981.0,23.5,0,1,199.0,0.57,3.95,126.01,18.269,0,1,0
CAR069,20.64,20,23.8,2617.0,24.3,0,2,73.5,0.39,0.81,19.13,2.896,0,0,1
CAR048,23.17,10,5.2,1867.0,32.4,1,1,259.3,0.2,1.57,7.74,0.937,1,0,0
CAR044,4.38,20,81.2,7000.0,39.2,1,0,384.7,0.86,3.66,290.24,4.161,1,0,0
CAR140,9.54,20,30.9,1483.0,27.85,0,1,400.0,0.73,3.7,118.39,9.063,0,0,1
CAR040,3.63,20,31.0,2789.0,48.0,1,2,137.5,0.82,2.67,77.85,3.4485,1,0,0
CAR104,21.71,20,70.4,2163.0,24.9,0,2,386.7,0.69,3.53,232.67,20.6245,0,1,0
CAR002,44.24,20,7.0,1686.0,8.3,0,2,262.4,0.27,2.48,17.15,2.87,1,0,0
CAR025,38.05,10,37.7,2722.0,27.3,1,2,195.7,0.24,3.33,113.41,16.395,1,0,0
CAR102,18.59,20,47.2,3227.0,32.6,0,0,299.0,0.82,1.25,58.92,9.594,1,0,0
CAR136,6.15,0,60.3,2750.0,21.7,1,2,277.6,0.15,3.95,248.27,5.8425,1,0,0
CAR106,39.0,10,50.0,2617.0,11.8,1,1,312.3,0.45,3.77,114.87,15.882,1,0,0
CAR079,44.24,0,28.1,2490.0,33.2,0,1,128.0,0.89,1.68,47.53,3.631,0,1,0
CAR070,12.45,10,81.9,2208.0,33.9,1,1,163.1,0.14,3.47,248.33,11.8275,1,0,0
CAR030,5.46,10,50.0,2540.0,25.7,1,2,200.9,0.45,4.26,187.67,5.186999999999999,0,1,0
CAR175,27.49,10,78.5,1363.0,33.9,1,0,429.4,0.78,2.06,141.17,16.52,1,0,0
CAR103,27.59,20,46.1,2248.0,20.7,0,0,142.5,0.75,0.34,15.52,2.036,0,1,0
CAR075,15.57,0,35.6,2201.0,38.8,1,2,349.6,0.47,1.69,51.41,7.235,1,0,0
CAR178,8.89,20,50.5,958.0,23.0,1,1,216.6,0.35,3.36,157.97,8.445500000000001,0,1,0
CAR075,36.37,20,33.2,2801.0,27.85,0,1,307.3,0.2,3.02,91.77,13.8,0,0,1
CAR128,34.99,20,48.1,2663.0,20.9,0,2,417.7,0.21,4.01,172.72,30.36,1,0,0
CAR154,8.69,10,100.8,2523.0,29.5,1,1,301.7,0.1,2.7,276.23,8.2555,1,0,0
CAR013,29.68,20,34.0,2311.0,36.7,1,0,103.3,0.18,4.18,121.53,18.385,1,0,0
CAR160,9.64,0,31.4,2572.0,27.3,0,2,254.6,0.26,1.12,30.61,3.136,1,0,0
CAR027,13.63,10,48.4,2021.0,31.2,1,0,374.7,0.28,3.66,165.74,12.9485,0,0,1
CAR043,7.34,20,35.2,2029.0,21.4,1,2,98.1,0.09,4.19,148.36,6.973,1,0,0
CAR180,36.27,20,27.1,2179.0,45.2,1,0,289.3,0.67,1.7,43.9,7.431,0,0,1
CAR100,36.02,20,39.7,2708.0,30.6,1,2,310.2,0.58,0.99,40.43,7.925,1,0,0
CAR167,7.61,0,14.0,1763.0,17.5,0,2,272.2,0.58,1.83,25.08,2.578,1,0,0
CAR114,7.41,0,83.4,2555.0,26.2,0,2,186.9,0.32,1.15,81.93,7.039499999999999,1,0,0
CAR048,28.52,10,49.8,1926.0,36.9,0,1,311.8,0.19,0.81,39.8,4.912,1,0,0
CAR076,37.33,20,32.2,3225.0,24.5,1,1,116.2,0.09,1.19,37.31,5.158,0,1,0
CAR146,21.23,20,55.4,1914.0,32.7,0,1,339.6,0.72,1.22,69.95,10.853,0,1,0
CAR161,42.88,10,48.9,1459.0,31.1,1,1,431.4,0.46,3.71,154.5,20.453,0,0,1
CAR013,15.57,20,54.6,2546.0,28.8,0,2,259.3,0.74,1.37,67.62,12.203,1,0,0
CAR030,34.63,20,59.1,2208.0,23.7,0,1,183.2,0.34,3.16,189.89,30.125,1,0,0
CAR178,22.58,20,52.5,2128.0,26.1,1,1,202.0,0.3,2.21,114.16,16.335,0,0,1
CAR164,15.01,85,34.2,2908.0,22.7,0,2,431.8,0.68,1.16,33.81,11.255,1,0,0
CAR091,33.02,10,53.6,1315.0,19.9,0,1,433.5,0.68,0.21,9.67,1.311,1,0,0
CAR062,6.44,10,65.5,2758.0,38.4,1,1,427.7,0.46,1.57,101.83,6.118,1,0,0
CAR117,7.33,20,44.6,2517.0,27.85,0,1,201.7,0.66,3.24,126.35,6.9635,1,0,0
CAR149,8.74,20,70.6,2660.0,41.0,0,1,219.9,0.3,1.53,95.0,8.302999999999999,0,1,0
CAR020,25.09,85,49.0,2263.0,40.6,0,1,124.5,0.41,0.38,18.83,6.607,1,0,0
CAR186,42.03,10,14.5,2766.0,17.5,0,0,259.3,0.25,0.58,7.26,0.832,1,0,0
CAR013,4.83,20,63.3,3086.0,24.8,1,2,306.8,0.56,2.65,148.23,4.5885,0,1,0
CAR111,31.75,20,23.2,2597.0,25.3,1,0,202.2,0.86,4.06,83.69,14.405,1,0,0
CAR160,19.15,0,5.0,6005.571815870176,31.4,1,0,133.7,0.75,4.4,23.1,2.344,1,0,0
CAR082,11.18,20,63.8,2208.0,35.4,0,1,137.1,0.63,2.18,121.85,10.621,0,0,1
CAR113,41.27,20,52.2,1691.0,39.2,0,1,264.4,0.19,2.55,136.82,18.829,0,1,0
CAR171,3.25,10,61.9,1315.0,41.6,1,0,151.4,0.88,2.89,160.48,3.0875,1,0,0
CAR100,3.3,0,80.6,2481.0,25.6,1,1,117.3,0.45,3.91,274.07,3.135,1,0,0
CAR155,14.11,20,50.0,2188.0,28.9,0,0,197.3,0.2,0.82,19.63,2.388,0,1,0
CAR194,34.57,85,62.4,1783.0,25.3,0,2,422.7,0.8,0.5,31.93,11.462,1,0,0
CAR100,43.04,10,39.2,2516.0,29.5,0,2,318.8,0.87,0.41,14.84,2.503,1,0,0
CAR154,21.44,10,51.4,3157.0,20.6,1,1,296.2,0.69,1.94,103.07,15.887,1,0,0
CAR067,8.79,20,37.4,2850.0,36.1,0,0,410.1,0.89,4.38,156.43,8.350499999999998,0,0,1
CAR002,17.7,0,55.7,1632.0,23.2,1,1,314.6,0.07,1.78,97.11,8.945,1,0,0
CAR048,26.06,10,65.7,2944.0,11.8,0,1,94.1,0.33,2.63,161.33,19.77,1,0,0
CAR128,7.1,20,41.6,1946.0,17.5,1,1,85.6,0.2,2.58,94.01,6.744999999999999,1,0,0
CAR095,41.11,20,35.6,1734.0,22.6,1,1,244.1,0.55,2.21,78.57,13.301,1,0,0
CAR192,12.58,10,96.8,981.0,30.9,1,2,140.8,0.62,3.68,369.32,11.951,1,0,0
CAR159,12.18,85,91.2,2498.0,18.8,0,2,98.2,0.4,0.87,83.15,11.571,1,0,0
CAR033,39.83,20,21.9,2647.0,29.1,0,1,140.9,0.21,1.43,28.58,4.158,1,0,0
CAR099,30.15,0,65.1,1431.0,32.7,1,0,206.6,0.67,3.45,212.64,17.927,0,1,0
CAR021,2.77,10,47.1,1978.0,27.3,1,2,180.8,0.34,3.52,169.85,2.6315,1,0,0
CAR123,27.89,10,37.3,2916.0,39.1,0,1,173.0,0.73,3.74,125.18,18.739,1,0,0
CAR144,16.32,85,40.3,1998.0,24.3,0,1,264.2,0.73,0.21,7.61,2.598,1,0,0
CAR107,16.14,10,64.3,2720.0,12.7,0,2,227.8,0.22,0.87,50.01,6.597,1,0,0
CAR069,2.94,85,53.5,2208.0,25.6,0,1,80.5,0.89,1.7,86.88,2.793,1,0,0
CAR179,44.95,20,38.4,2377.0,34.3,1,1,431.5,0.54,2.79,106.08,16.832,0,1,0
CAR163,38.24,0,56.6,7000.0,32.4,0,2,146.9,0.08,0.73,40.52,3.385,0,0,1
CAR011,21.22,10,88.4,2036.0,29.8,1,2,89.7,0.71,2.65,206.64,20.159,0,1,0
CAR166,21.59,20,43.9,2019.0,19.8,0,1,429.0,0.53,1.68,66.92,10.566,1,0,0
CAR007,26.89,10,45.0,2278.0,45.2,1,0,142.9,0.7,1.08,45.09,6.629,1,0,0
CAR147,28.96,0,37.7,1803.0,18.0,1,2,272.3,0.21,4.18,157.17,19.257,1,0,0
CAR109,44.07,0,83.3,2208.0,20.2,0,0,425.0,0.87,2.9,206.44,17.151,0,1,0
CAR159,15.29,0,46.9,2896.0,31.8,0,0,147.4,0.58,3.93,191.03,13.391,0,1,0
CAR195,37.5,0,33.4,2208.0,26.0,0,0,121.0,0.81,4.06,139.66,11.332,1,0,0
CAR041,42.94,20,40.0,2612.0,17.7,0,0,422.4,0.64,1.66,61.79,9.373,1,0,0
CAR114,14.0,85,45.2,2115.0,29.5,1,0,336.8,0.81,3.02,126.37,13.3,1,0,0
CAR172,21.31,20,41.0,2153.0,26.0,1,0,114.5,0.26,0.25,9.95,1.444,1,0,0
CAR105,44.5,10,6.1,1446.0,26.8,0,1,444.2,0.86,1.72,10.63,1.321,0,1,0
CAR193,6.49,10,38.5,2197.0,22.5,1,2,416.3,0.27,1.7,67.42,6.1655,1,0,0
CAR149,26.4,20,38.8,1414.0,19.6,1,0,188.3,0.89,3.0,105.95,17.535,1,0,0
CAR128,8.92,10,64.2,2617.0,19.4,0,0,110.6,0.49,4.05,259.04,8.474,1,0,0
CAR088,9.84,20,44.8,2127.0,24.9,1,1,365.9,0.85,4.22,171.53,9.348,1,0,0
CAR158,2.81,20,67.1,2277.0,31.0,1,2,337.1,0.81,1.23,75.1,2.6695,1,0,0
CAR056,36.14,10,85.7,2148.0,30.7,1,2,116.5,0.55,1.42,110.82,14.09,0,1,0
CAR057,19.41,20,75.2,3321.0,35.4,1,1,136.8,0.75,1.16,78.11,14.426,1,0,0
CAR038,12.22,20,63.0,2666.0,19.2,1,2,221.9,0.6,3.52,202.43,11.609,1,0,0
CAR078,10.18,85,54.3,2101.0,24.2,1,2,156.7,0.63,3.66,174.81,9.671,1,0,0
CAR053,7.0,0,60.2,2702.0,40.1,1,2,239.8,0.79,3.16,182.59,6.65,1,0,0
CAR146,24.4,0,78.2,1970.0,22.1,1,0,395.0,0.09,2.53,182.83,11.335,0,1,0
CAR108,19.0,20,44.5,2253.0,27.85,1,1,441.2,0.8,1.96,76.57,14.773,1,0,0
CAR144,40.51,85,66.3,2574.0,35.4,1,1,268.9,0.28,4.46,298.66,35.01175,1,0,0
CAR025,5.94,20,32.8,3387.0,31.2,1,2,309.6,0.87,3.9,110.02,5.643,1,0,0
CAR111,39.93,10,58.7,1914.0,34.5,1,2,177.6,0.5,3.4,177.29,23.825,0,0,1
CAR012,22.69,20,49.2,1445.0,30.0,1,2,187.8,0.32,3.93,168.19,21.5555,1,0,0
CAR043,33.33,10,59.9,1250.0,26.7,1,0,342.7,0.8,1.67,88.73,11.932,1,0,0
CAR029,32.13,85,79.4,1796.0,34.2,1,1,350.6,0.17,3.23,259.24,30.5235,0,0,1
CAR172,34.77,10,36.3,2624.0,8.7,0,2,143.2,0.73,0.45,14.05,2.065,1,0,0
CAR153,32.92,20,66.0,2201.0,29.6,0,0,253.6,0.27,2.8,158.69,19.764,0,1,0
CAR087,26.2,20,90.2,3299.0,31.0,0,0,278.6,0.58,4.33,358.16,24.89,1,0,0
CAR070,29.59,20,63.5,2114.0,30.6,1,2,434.7,0.63,0.81,43.88,7.815,1,0,0
CAR185,28.23,20,47.3,3302.0,27.85,1,1,87.2,0.1,0.71,32.52,5.518,1,0,0
CAR141,26.35,10,45.7,3333.0,25.3,1,1,119.4,0.5,3.31,152.68,20.788,1,0,0
CAR125,27.19,10,71.8,2208.0,38.2,0,2,376.0,0.62,1.31,92.53,13.547,1,0,0
CAR091,3.29,20,31.1,1367.0,27.85,1,0,338.7,0.78,1.69,54.44,3.1255,1,0,0
CAR162,42.8,10,77.3,2460.0,27.2,1,2,255.9,0.78,3.4,252.21,35.01175,1,0,0
CAR168,39.97,10,39.2,2831.0,28.4,1,2,282.7,0.6,2.23,87.7,13.892,1,0,0
CAR082,30.54,10,70.1,2103.0,27.6,1,0,413.0,0.84,2.89,212.55,29.013,1,0,0
CAR134,23.64,10,54.2,1379.0,36.0,0,2,193.0,0.49,3.6,167.97,22.458,1,0,0
CAR177,11.49,10,42.9,839.0,37.9,0,1,201.8,0.89,3.42,149.21,10.9155,1,0,0
CAR178,15.42,20,71.1,3219.0,25.7,0,2,394.7,0.3,0.89,61.43,10.922,1,0,0
CAR175,2.09,10,49.9,3533.0,21.0,0,0,360.5,0.23,1.41,70.14,1.9855,0,0,1
CAR001,15.11,20,13.4,1883.0,41.4,1,2,92.2,0.73,2.64,34.91,6.618,1,0,0
CAR025,24.5,10,36.5,1674.0,27.8,0,0,129.2,0.83,2.59,81.05,9.817,1,0,0
CAR058,30.75,20,30.7,2178.0,25.6,0,0,317.7,0.73,2.46,66.29,8.438,0,1,0
CAR047,9.31,20,48.9,2725.0,28.8,1,2,231.5,0.75,2.75,129.42,8.8445,0,0,1
CAR123,43.22,20,91.5,1707.0,39.4,0,1,312.0,0.87,2.76,243.74,35.01175,0,1,0
CAR200,33.08,10,34.9,2091.0,31.3,1,2,294.1,0.49,2.65,88.43,10.837,0,1,0
CAR028,20.4,0,68.2,810.0,22.3,1,1,360.1,0.37,3.79,269.98,19.38,1,0,0
CAR059,18.41,10,73.0,2078.0,16.0,0,0,316.7,0.56,1.98,126.21,13.253,0,1,0
CAR089,13.71,0,94.5,1209.0,33.4,1,0,292.5,0.17,3.01,248.8,13.0245,0,0,1
CAR167,23.56,20,50.0,1811.0,16.1,0,1,296.5,0.09,2.46,85.12,12.495,1,0,0
CAR164,28.43,20,40.7,2336.0,28.0,0,2,120.6,0.27,3.71,137.38,19.446,0,1,0
CAR044,39.57,20,50.0,2633.0,27.8,0,0,223.8,0.66,1.08,48.76,7.438,0,0,1
