Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L,Road_City,Road_Highway,Road_Rural,Fuel_Efficiency_kmpl,Consumption_Rate_Lpkm,Fuel_Per_Hour_L,Traffic_Score,Driving_Intensity,AC_Load_Indicator,Remaining_Range_km,Remaining_Time_hr
CAR137,39.4,20,28.5,2208.0,24.3,1,0,390.7,0.38,3.88,104.66,15.96,1,0,0,6.557644110275689,0.15249378941333844,4.113402061855671,0.3,0.2986613756613756,0.50625,258.37117794486215,9.065655366486391
CAR020,2.87,20,79.8,2063.0,33.8,0,0,157.6,0.19,0.71,50.26,2.7265,1,0,0,18.433889602053913,0.05424791086350975,3.840140845070423,0.3,0.3163862433862434,0.0,52.90526315789473,0.6629732225300091
CAR049,23.15,85,68.0,1700.0,40.4,0,1,173.3,0.1,1.13,68.26,21.93,0,1,0,3.1126310989512085,0.32127160855552295,19.4070796460177,0.5,0.2439153439153439,0.0,72.05740994072048,1.0596677932458893
CAR001,31.91,85,47.8,1222.0,28.5,1,0,278.3,0.48,0.87,40.46,13.447,1,0,0,3.008849557522124,0.3323529411764706,15.45632183908046,0.3,0.3244867724867725,0.59375,96.01238938053098,2.0086273928981377
CAR146,36.19,10,38.7,1141.0,23.1,1,1,215.5,0.34,3.23,117.0,14.141,1,0,0,8.27381373311647,0.12086324786324787,4.378018575851393,0.8,0.25192592592592594,0.48125,299.429319001485,7.737191705464728
CAR046,26.79,85,70.4,1718.0,29.3,1,1,133.4,0.1,1.11,77.26,24.722,1,0,0,3.125151686756735,0.31998446803002845,22.27207207207207,0.8,0.24921693121693123,0.6104166666666667,83.72281368821292,1.1892445126166606
CAR136,41.94,10,61.4,3105.0,27.85,1,2,412.9,0.64,1.93,117.61,19.641,1,0,0,5.9879843185173875,0.16700110534818466,10.176683937823833,1.3,0.49859788359788354,0.5802083333333333,251.13606231861922,4.090163881410737
CAR184,30.24,20,54.3,1972.0,29.6,0,0,108.8,0.41,1.52,80.99,9.215,0,1,0,8.788931090613131,0.11377947894801828,6.0625,0.0,0.3463121693121693,0.0,265.7772761801411,4.894609137755821
CAR109,38.01,10,50.0,1954.0,17.6,1,0,194.2,0.42,1.3,100.0,11.251,1,0,0,8.888098835659052,0.11251,8.654615384615385,0.3,0.3411957671957672,0.3666666666666667,337.83663674340056,6.756732734868011
CAR116,11.79,0,23.9,1095.0,39.3,0,2,159.2,0.59,1.19,27.18,2.911,1,0,0,9.336997595328066,0.10710080941869021,2.446218487394958,1.3,0.3149206349206349,0.0,110.08320164891789,4.605991700791544
CAR098,33.55,10,44.7,2769.0,25.5,0,2,146.3,0.62,1.15,48.42,6.143,0,1,0,7.882142275761029,0.1268690623709211,5.3417391304347825,1.0,0.4442645502645502,0.0,264.4458733517825,5.916015063798266
CAR109,44.51,85,49.3,2543.0,20.3,0,0,117.7,0.48,3.89,190.76,35.01175,1,0,0,5.4484565895735,0.18353821555881736,9.000449871465294,0.3,0.39016931216931217,0.0,242.5108028019165,4.919083221134209
CAR073,26.64,0,78.1,2005.0,24.2,0,2,132.8,0.41,2.42,197.86,22.36,1,0,0,8.848837209302326,0.11300919842312745,9.239669421487603,1.3,0.3919576719576719,0.0,235.73302325581398,3.0183485692165686
CAR131,30.87,20,73.0,2208.0,27.85,0,2,128.1,0.16,2.52,179.53,29.3265,1,0,0,6.1217670025403645,0.16335152899236896,11.6375,1.3,0.2995873015873016,0.0,188.97894736842105,2.5887527036770006
CAR092,38.2,85,51.4,1974.0,22.3,0,2,141.1,0.64,2.38,123.06,35.01175,1,0,0,3.5148200247059918,0.2845095888184625,14.710819327731093,1.3,0.4262222222222222,0.0,134.2661249437689,2.6121814191394725
CAR157,20.83,10,37.7,2717.0,26.5,1,2,142.5,0.49,3.66,129.23,17.08,0,1,0,7.56615925058548,0.13216745337769867,4.666666666666666,1.0,0.38067724867724867,0.5520833333333334,157.60309718969555,4.1804535063579715
CAR137,3.32,85,41.3,2095.0,31.7,1,1,427.5,0.13,4.11,150.66,3.154,1,0,0,40.0,0.0209345546263109,0.7673965936739658,0.8,0.22439153439153436,0.6604166666666667,132.79999999999998,3.2154963680387407
CAR022,18.64,10,53.9,1728.0,32.1,0,1,211.1,0.86,1.43,72.46,9.512,1,0,0,7.617746005046256,0.13127242616616067,6.651748251748252,0.8,0.5006190476190476,0.0,141.99478553406223,2.6344116054557003
CAR082,32.62,20,52.1,2208.0,27.9,0,2,330.6,0.14,2.16,108.43,15.607,0,1,0,6.94752354712629,0.1439361800239786,7.225462962962962,1.0,0.25347619047619047,0.0,226.62821810725958,4.349869829314003
CAR198,21.35,10,15.4,3017.0,25.2,0,1,215.1,0.53,4.36,66.22,8.371,0,1,0,7.910643889618922,0.12641196013289038,1.919954128440367,0.5,0.36848148148148147,0.0,168.892247043364,10.96702902878987
CAR048,19.39,10,63.6,1756.0,18.3,0,1,391.0,0.73,2.35,133.38,15.623,0,0,1,8.53741278883697,0.11713150397360923,6.648085106382978,0.6,0.4717671957671958,0.0,165.54043397554886,2.6028370121941644
CAR089,16.95,20,38.4,1897.0,31.2,1,1,118.5,0.46,3.53,124.55,16.1025,1,0,0,7.734823785126533,0.1292854275391409,4.561614730878187,0.8,0.33181481481481484,0.65,131.10526315789474,3.414199561403509
CAR162,22.13,85,33.6,1637.0,32.4,1,0,322.0,0.18,0.36,11.43,3.573,1,0,0,3.198992443324937,0.3125984251968504,9.925,0.3,0.20684126984126983,0.6749999999999999,70.79370277078085,2.106955439606573
CAR081,17.86,20,11.3,3412.0,41.1,1,0,143.9,0.34,0.39,4.08,0.581,0,1,0,7.0223752151463,0.14240196078431372,1.4897435897435896,0.0,0.3093280423280423,0.8562500000000001,125.41962134251291,11.099081534735655
CAR183,15.68,20,66.8,2694.0,24.7,0,1,193.5,0.72,2.88,165.19,14.896,1,0,0,11.089554242749731,0.09017495005750954,5.1722222222222225,0.8,0.5186560846560846,0.0,173.88421052631577,2.6030570438071226
CAR080,32.17,10,82.7,2400.0,32.0,0,0,424.1,0.19,0.67,49.15,4.524,0,1,0,10.864279398762157,0.09204476093591048,6.752238805970149,0.0,0.33780423280423283,0.0,349.5038682581786,4.226165275189584
CAR106,3.66,10,54.3,2423.0,18.0,0,0,263.0,0.36,2.28,119.45,3.477,0,0,1,34.354328444060975,0.029108413562159898,1.5250000000000001,0.1,0.34926984126984123,0.0,125.73684210526318,2.315595618881458
CAR084,19.39,20,58.6,1665.0,33.2,1,2,441.8,0.22,1.21,68.07,10.096,1,0,0,6.742274167987321,0.14831790803584546,8.343801652892562,1.3,0.2692857142857143,0.6916666666666668,130.73269611727414,2.2309333808408556
CAR122,19.1,20,58.4,2589.0,28.1,1,1,252.7,0.66,2.92,167.54,18.145,0,1,0,9.233397630201157,0.1083024949265847,6.214041095890411,0.5,0.47587830687830696,0.5854166666666667,176.35789473684213,3.0198269646719544
CAR146,27.02,85,29.0,2208.0,15.7,1,1,258.7,0.33,0.29,7.6,2.6,1,0,0,2.923076923076923,0.34210526315789475,8.965517241379311,0.8,0.2810687830687831,0.32708333333333334,78.98153846153845,2.7235013262599463
CAR131,40.69,0,73.3,2999.0,33.2,0,1,183.0,0.72,2.33,162.35,16.019,0,1,0,10.134839877645296,0.09866954111487526,6.8751072961373385,0.5,0.5452169312169312,0.0,412.3866346213871,5.626011386376359
CAR015,17.89,20,67.3,1851.0,21.4,1,1,135.2,0.71,1.84,120.72,16.9955,0,0,1,7.103056691477156,0.14078445990722332,9.236684782608695,0.6,0.47573544973544973,0.4458333333333333,127.07368421052632,1.8881676702901387
CAR103,38.03,10,37.7,3247.0,32.4,0,0,336.0,0.7,2.1,71.03,9.455,1,0,0,7.512427287149657,0.13311276925242854,4.502380952380952,0.3,0.4836931216931217,0.0,285.69760973030145,7.5781859344907545
CAR098,34.63,10,53.1,2226.0,31.5,1,2,149.2,0.12,1.69,81.37,11.477,1,0,0,7.08983183758822,0.14104706894432836,6.79112426035503,1.3,0.24877777777777776,0.65625,245.5208765356801,4.6237453208226
CAR024,25.77,0,54.6,1890.0,26.6,0,0,207.7,0.51,2.66,127.45,9.2,0,1,0,13.853260869565219,0.07218517065515888,3.458646616541353,0.0,0.38000000000000006,0.0,356.99853260869565,6.538434663162924
CAR012,17.12,20,5.0,7000.0,27.5,1,2,142.3,0.23,3.18,16.1,2.761,1,0,0,5.831220572256429,0.17149068322981365,0.8682389937106918,1.3,0.42777777777777776,0.5729166666666666,99.83049619703007,19.966099239406013
CAR053,43.48,10,60.1,929.0,26.2,1,1,413.8,0.74,1.06,66.75,10.26,1,0,0,6.505847953216374,0.15370786516853932,9.679245283018867,0.8,0.4296084656084656,0.5458333333333333,282.87426900584796,4.706726605754541
CAR102,14.26,10,5.0,1499.0,32.2,0,0,287.8,0.62,0.32,1.53,0.174,1,0,0,8.793103448275863,0.11372549019607842,0.54375,0.3,0.31026984126984125,0.0,125.38965517241381,25.077931034482763
CAR127,19.43,20,50.6,2445.0,41.4,1,0,440.3,0.12,4.12,215.28,18.4585,0,0,1,11.662919522171357,0.08574182460052025,4.480218446601942,0.1,0.2545767195767196,0.8624999999999999,226.61052631578946,4.4784688995215305
CAR099,32.86,20,44.6,2208.0,16.3,1,2,111.9,0.12,0.97,43.91,7.289,1,0,0,6.0241459733845515,0.16599863356866318,7.514432989690722,1.3,0.23217989417989418,0.33958333333333335,197.95343668541636,4.438417862901712
CAR154,32.39,20,85.9,1995.0,30.2,1,0,87.1,0.66,1.55,136.6,21.467,1,0,0,6.363255228956072,0.15715226939970717,13.849677419354837,0.3,0.4985185185185185,0.6291666666666667,206.1058368658872,2.3993694629323303
CAR183,2.78,20,8.0,1963.0,28.6,1,2,112.8,0.49,4.08,29.62,2.641,1,0,0,11.215448693676638,0.08916272788656313,0.6473039215686275,1.3,0.28977248677248674,0.5958333333333333,31.178947368421053,3.8973684210526316
CAR006,36.79,10,44.4,1761.0,12.2,0,1,114.9,0.87,2.44,105.82,11.729,0,1,0,9.022082018927446,0.11083916083916084,4.806967213114754,0.5,0.4883015873015873,0.0,331.92239747634073,7.475729672890557
CAR036,44.71,20,46.1,1789.0,22.0,1,1,128.6,0.13,2.91,131.9,20.756,1,0,0,6.354788976681442,0.15736163760424562,7.132646048109965,0.8,0.21870899470899471,0.4583333333333333,284.12261514742727,6.163180371961546
CAR123,29.23,10,55.3,2699.0,18.3,1,2,239.8,0.26,1.87,98.66,14.339,1,0,0,6.880535602203779,0.14533752280559498,7.667914438502674,1.3,0.32722751322751326,0.38125000000000003,201.11805565241647,3.6368545325934263
CAR133,12.1,20,58.8,2110.0,25.6,0,1,233.1,0.1,3.03,184.09,11.495,0,1,0,16.014789038712486,0.06244228366559834,3.793729372937294,0.5,0.2464021164021164,0.0,193.7789473684211,3.2955603293949167
CAR033,31.81,85,77.8,1859.0,27.85,0,0,327.7,0.08,3.61,245.3,30.2195,1,0,0,8.11727526927977,0.123194048104362,8.371052631578948,0.3,0.2622275132275132,0.0,258.2105263157895,3.318901366526857
CAR082,44.88,10,59.9,2739.0,35.1,1,1,230.8,0.76,1.4,78.23,12.169,1,0,0,6.428630125729312,0.15555413524223444,8.692142857142859,0.8,0.5228359788359788,0.7312500000000001,288.51692004273156,4.8166430724996925
CAR112,33.46,10,34.0,1674.0,18.2,0,0,143.4,0.66,1.52,46.21,5.817,1,0,0,7.943957366340038,0.12588184375676262,3.826973684210526,0.3,0.38712169312169314,0.0,265.80481347773764,7.817788631698166
CAR129,25.52,10,70.4,2022.0,33.7,1,0,217.1,0.24,1.32,94.41,10.357,1,0,0,9.11557400791735,0.1097023620379197,7.846212121212121,0.3,0.3155449735449736,0.7020833333333334,232.6294486820508,3.3043955778700393
CAR007,4.23,10,49.5,1695.0,29.0,1,2,132.5,0.74,3.84,168.28,4.0185,0,0,1,40.0,0.02387984311861184,1.0464843750000001,1.1,0.4464550264550265,0.6041666666666666,169.20000000000002,3.4181818181818184
CAR012,23.27,10,43.8,1992.0,15.6,0,2,71.1,0.37,0.35,13.63,1.837,1,0,0,7.419706042460534,0.13477622890682317,5.248571428571429,1.3,0.313005291005291,0.0,172.65655960805663,3.9419305846588273
CAR086,14.15,20,31.5,2309.0,12.9,0,0,401.6,0.74,0.72,20.09,3.092,1,0,0,6.497412677878396,0.15390741662518667,4.294444444444444,0.3,0.44235978835978834,0.0,91.9383893919793,2.918679028316803
CAR103,43.89,0,38.5,2607.0,34.5,1,1,115.1,0.31,2.72,101.87,11.152,1,0,0,9.1346843615495,0.10947285756356138,4.1,0.8,0.3102539682539683,0.71875,400.92129662840756,10.41354017216643
CAR095,29.51,20,30.5,2474.0,28.8,0,1,111.1,0.61,3.33,98.79,14.711,0,1,0,6.715383046699749,0.1489118331814961,4.417717717717718,0.5,0.4002169312169312,0.0,198.1709537081096,6.4974083182986755
CAR074,41.63,20,7.2,1920.0,46.9,1,1,227.9,0.72,2.52,18.37,3.029,0,1,0,6.064707824364477,0.16488840500816548,1.201984126984127,0.5,0.37142857142857144,0.9770833333333333,252.47378672829322,35.06580371226295
CAR086,17.75,0,76.3,2605.0,23.7,0,1,73.9,0.53,1.47,108.4,10.889,1,0,0,9.955000459178988,0.1004520295202952,7.407482993197279,0.8,0.46164021164021163,0.0,176.70125815042704,2.3158749429938013
CAR047,2.68,10,176.71448440750814,2583.0,27.85,0,1,201.8,0.74,3.57,137.53,2.546,1,0,0,40.0,0.018512324583727185,0.7131652661064426,0.8,0.7243231192731633,0.0,107.2,0.606628258908274
CAR055,29.52,85,54.0,1259.0,32.7,1,2,166.8,0.82,0.32,16.44,5.844,0,0,1,2.8131416837782344,0.3554744525547445,18.2625,1.1,0.46365608465608465,0.68125,83.04394250513347,1.5378507871321014
CAR164,38.67,20,5.0,2397.0,18.8,1,1,403.1,0.17,4.06,19.71,3.137,0,0,1,6.283072999681225,0.1591577879249112,0.7726600985221675,0.6,0.18636507936507937,0.39166666666666666,242.96643289767297,48.59328657953459
CAR007,39.5,10,42.5,1877.0,37.6,0,1,262.0,0.15,4.19,162.65,20.172,1,0,0,8.063156851080706,0.12402090378112511,4.814319809069212,0.8,0.22364021164021164,0.0,318.49469561768785,7.493992838063243
CAR071,42.25,20,46.5,2525.0,43.0,1,2,236.1,0.31,3.44,153.4,29.339,1,0,0,5.228535396571117,0.19125814863102997,8.528779069767442,1.3,0.3211640211640212,0.8958333333333334,220.9056205051297,4.75065850548666
CAR161,26.47,10,69.1,1216.0,39.6,0,1,329.0,0.56,4.32,254.78,25.1465,0,0,1,10.131827490903307,0.09869887746290917,5.820949074074074,0.6,0.3932751322751323,0.0,268.1894736842105,3.881179069236042
CAR122,42.52,0,19.5,2399.0,21.5,1,0,99.1,0.24,0.25,4.9,0.347,0,1,0,14.121037463976947,0.07081632653061223,1.388,0.0,0.23923809523809525,0.4479166666666667,600.4265129682998,30.79110322914358
CAR029,20.3,10,62.5,1698.0,38.1,1,0,259.3,0.56,3.25,181.98,19.285,0,0,1,9.436349494425718,0.10597318386635894,5.9338461538461535,0.1,0.404005291005291,0.7937500000000001,191.5578947368421,3.0649263157894735
CAR198,14.09,20,59.3,1772.0,25.6,0,1,333.4,0.76,1.55,85.48,13.3855,1,0,0,6.386014717418102,0.15659218530650446,8.635806451612904,0.8,0.4756772486772487,0.0,89.97894736842106,1.5173515576462238
CAR130,6.74,0,74.8,1163.0,24.3,0,1,364.9,0.4,3.47,262.29,6.403,0,1,0,40.0,0.02441191048076556,1.8452449567723341,0.5,0.3420476190476191,0.0,269.6,3.604278074866311
CAR002,26.38,10,41.7,2312.0,30.3,0,1,378.8,0.34,2.07,89.49,11.184,1,0,0,8.001609442060087,0.12497485752598056,5.402898550724638,0.8,0.31324338624338627,0.0,211.08245708154507,5.061929426415949
CAR168,37.87,20,84.3,2208.0,29.0,1,1,318.1,0.29,1.36,115.96,18.532,0,0,1,6.257284696740772,0.15981372887202486,13.626470588235293,0.6,0.36866137566137563,0.6041666666666666,236.96337146557303,2.810953398168126
CAR019,29.22,0,43.0,1946.0,26.9,0,0,334.2,0.42,0.67,26.14,2.387,1,0,0,10.950984499371597,0.0913159908186687,3.562686567164179,0.3,0.32785185185185184,0.0,319.987767071638,7.441575978410186
CAR096,38.87,10,46.7,2058.0,32.6,1,2,339.5,0.39,1.4,59.02,7.248,0,1,0,8.142935982339957,0.12280582853270078,5.177142857142858,1.0,0.3289259259259259,0.6791666666666667,316.5159216335541,6.7776428615322075
CAR141,20.0,20,41.4,2208.0,36.2,0,2,122.7,0.59,4.04,145.93,19.0,0,1,0,7.680526315789474,0.13019941067635166,4.702970297029703,1.0,0.40032804232804237,0.0,153.61052631578949,3.7103991863717267
CAR132,13.03,20,70.1,2836.0,42.0,0,1,338.6,0.57,0.96,65.6,10.302,0,1,0,6.367695593088721,0.15704268292682927,10.73125,0.5,0.475973544973545,0.0,82.97107357794603,1.1836101794286167
CAR185,34.61,20,22.7,2334.0,20.3,1,0,286.0,0.9,1.89,43.51,6.969,0,1,0,6.24336346678146,0.16017007584463344,3.6873015873015875,0.0,0.4865132275132275,0.42291666666666666,216.08280958530634,9.519066501555345
CAR136,4.78,20,84.7,2322.0,38.0,1,0,233.8,0.63,3.31,251.67,4.541,0,0,1,40.0,0.018043469622918903,1.37190332326284,0.1,0.5007566137566138,0.7916666666666666,191.20000000000002,2.257378984651712
CAR199,5.23,20,48.5,1822.0,30.9,0,0,307.3,0.44,1.92,83.74,4.968500000000001,1,0,0,16.85418134245748,0.05933245760687844,2.5877604166666672,0.3,0.33953968253968253,0.0,88.14736842105263,1.8174715138361368
CAR143,41.85,20,39.2,2466.0,17.0,0,1,429.7,0.66,2.05,77.92,13.38,1,0,0,5.823617339312406,0.1717145790554415,6.526829268292684,0.8,0.4344656084656085,0.0,243.7183856502242,6.21730575638327
CAR017,27.02,10,49.5,2717.0,23.9,1,1,349.0,0.1,4.13,187.33,25.592,1,0,0,7.319865582994686,0.13661453050766026,6.196610169491525,0.8,0.2580846560846561,0.4979166666666666,197.78276805251642,3.9956114758084125
CAR120,17.68,20,55.1,2425.0,21.5,1,1,243.4,0.61,1.02,53.7,8.539,0,1,0,6.2887925986649496,0.15901303538175046,8.37156862745098,0.5,0.44343915343915336,0.4479166666666667,111.1858531443963,2.01789207158614
CAR123,43.03,10,58.4,1944.0,12.4,1,2,260.8,0.83,1.52,80.66,13.592,1,0,0,5.934373160682754,0.1685097941978676,8.942105263157895,1.3,0.5081269841269841,0.25833333333333336,255.35607710417892,4.372535566852379
CAR173,36.51,85,58.5,3370.0,35.1,0,2,157.6,0.07,3.63,193.25,34.6845,0,1,0,5.571653043866857,0.17947994825355756,9.554958677685951,1.0,0.29473544973544974,0.0,203.42105263157896,3.4772829509671617
CAR014,24.12,10,15.9,2868.0,34.5,0,0,198.9,0.59,0.66,9.06,1.183,1,0,0,7.658495350803043,0.1305739514348786,1.7924242424242425,0.3,0.3845343915343915,0.0,184.7229078613694,11.617792947255937
CAR109,9.78,85,52.5,1759.0,19.5,0,1,134.8,0.36,0.32,15.39,5.183,1,0,0,2.969322786031256,0.33677712800519816,16.196875,0.8,0.31431746031746033,0.0,29.039976847385685,0.5531424161406797
CAR131,27.22,10,180.0,2571.0,30.3,1,2,170.0,0.84,4.32,288.08,25.859,0,1,0,11.14041532928574,0.08976326020549848,5.98587962962963,1.0,0.7668730158730158,0.63125,303.24210526315784,1.684678362573099
CAR067,34.79,0,39.6,1308.0,26.2,1,2,449.8,0.29,3.69,126.97,12.051,0,1,0,10.536055099161896,0.09491218398046783,3.2658536585365856,1.0,0.243026455026455,0.5458333333333333,366.54935689984234,9.256296891410159
CAR049,37.33,85,31.1,1851.0,36.5,0,1,179.7,0.75,3.4,108.22,35.01175,1,0,0,3.090962319792641,0.3235238403252633,10.297573529411764,0.8,0.42351322751322745,0.0,115.38562339785929,3.710148662310588
CAR200,6.5,85,35.5,1190.0,25.7,1,0,435.5,0.89,1.67,61.27,6.175,1,0,0,9.922267206477734,0.10078341765953973,3.697604790419162,0.3,0.452037037037037,0.5354166666666667,64.49473684210527,1.8167531504818386
CAR027,18.29,20,71.9,1949.0,22.5,1,1,283.7,0.57,3.92,253.33,17.3755,0,1,0,14.579724324479873,0.06858840247897997,4.432525510204082,0.5,0.4370687830687831,0.46875,266.66315789473686,3.7088060903301368
CAR098,20.95,10,49.3,2711.0,23.7,0,0,183.6,0.08,3.84,168.73,16.432,0,1,0,10.268378773125608,0.0973863569015587,4.279166666666667,0.0,0.25002116402116403,0.0,215.12253529698148,4.363540269715649
CAR149,26.64,0,61.7,2845.0,23.6,0,2,245.8,0.48,1.4,76.87,8.341,0,0,1,9.215921352355833,0.10850787043059709,5.957857142857143,1.1,0.42751322751322746,0.0,245.5121448267594,3.9791271446800547
CAR120,29.59,20,31.2,2980.0,20.5,1,0,439.8,0.84,3.58,105.63,15.131,0,1,0,6.9810323177582445,0.14324529016377924,4.226536312849162,0.0,0.5107936507936507,0.4270833333333333,206.56874628246646,6.620793150079053
CAR130,32.52,85,25.0,2873.0,36.9,1,2,320.9,0.76,0.79,17.92,6.711,1,0,0,2.670242884815974,0.37449776785714284,8.49493670886076,1.3,0.4645873015873016,0.7687499999999999,86.83629861421548,3.473451944568619
CAR040,43.4,0,37.2,2356.0,33.6,0,1,200.8,0.74,1.7,64.63,6.389,0,1,0,10.115824072624823,0.09885502088813246,3.758235294117647,0.5,0.45515343915343914,0.0,439.0267647519173,11.801794751395626
CAR063,36.16,20,52.4,2220.0,40.8,0,1,356.1,0.15,1.51,73.75,11.77,0,0,1,6.2659303313508925,0.15959322033898304,7.7947019867549665,0.6,0.25830687830687826,0.0,226.57604078164826,4.3239702439245855
CAR120,34.99,20,38.6,2293.0,22.0,1,0,285.8,0.73,1.74,66.65,10.095,0,0,1,6.602278355621595,0.1514628657164291,5.801724137931035,0.1,0.4510423280423281,0.4583333333333333,231.01371966319962,5.984811390238332
CAR033,16.07,10,74.4,2470.0,19.7,1,2,83.4,0.7,3.57,247.41,15.2665,1,0,0,16.20607211869125,0.06170526656157795,4.276330532212886,1.3,0.5146560846560847,0.41041666666666665,260.4315789473684,3.500424448217317
CAR142,9.77,20,67.8,2920.0,17.1,0,1,113.1,0.44,1.54,106.23,9.2815,0,1,0,11.44534827344718,0.08737174056292948,6.026948051948051,0.5,0.42756613756613754,0.0,111.82105263157895,1.649278062412669
CAR026,17.64,20,50.8,1793.0,32.3,1,1,189.7,0.59,1.65,78.13,10.695,0,1,0,7.305282842449742,0.13688723921669013,6.481818181818182,0.5,0.39797354497354503,0.6729166666666666,128.86518934081346,2.536716325606564
CAR181,30.54,20,54.7,1852.0,31.2,1,0,333.3,0.09,3.19,169.97,22.446,1,0,0,7.5723959725563565,0.13205859857621935,7.036363636363637,0.3,0.2228201058201058,0.65,231.26097300187112,4.227805722154865
CAR129,26.41,10,25.2,1581.0,17.4,1,2,314.4,0.75,1.16,28.55,4.481,1,0,0,6.371345681767463,0.15695271453590193,3.862931034482759,1.3,0.3997301587301587,0.3625,168.2672394554787,6.67727140696344
CAR128,40.6,20,59.9,2924.0,26.7,1,0,305.5,0.26,1.19,72.52,9.649,0,1,0,7.515804746605866,0.13305295091009375,8.108403361344537,0.0,0.3464603174603174,0.55625,305.14167271219816,5.094184853292123
CAR059,39.49,10,72.7,2057.0,10.0,1,2,238.6,0.67,4.44,311.85,35.01175,1,0,0,8.907009789570646,0.1122711239377906,7.885529279279279,1.3,0.48073015873015873,0.20833333333333334,351.7378165901448,4.838209306604467
CAR149,7.74,10,28.8,2921.0,36.1,1,0,378.1,0.65,1.64,49.04,6.962,1,0,0,7.043952887101407,0.1419657422512235,4.245121951219512,0.3,0.43316931216931215,0.7520833333333333,54.5201953461649,1.8930623384085032
CAR088,8.14,20,40.0,3026.0,43.6,0,1,268.2,0.22,1.14,41.83,6.765,0,0,1,6.18329637841833,0.16172603394692803,5.934210526315789,0.6,0.29965079365079367,0.0,50.33203252032521,1.2583008130081301
CAR081,9.18,85,56.1,2292.0,21.9,1,2,350.7,0.72,3.18,174.53,8.721,1,0,0,20.012613232427473,0.04996848679310147,2.7424528301886792,1.3,0.4796984126984127,0.45625,183.7157894736842,3.2747912562154045
CAR122,7.36,20,50.0,2531.0,21.9,0,2,85.8,0.63,0.75,48.02,6.992,0,0,1,6.867848970251717,0.14560599750104122,9.322666666666667,1.1,0.44644973544973543,0.0,50.54736842105264,1.0109473684210528
CAR015,20.53,20,25.9,2340.0,36.1,0,1,167.9,0.26,3.81,94.28,14.166,1,0,0,6.655372017506706,0.15025456088247774,3.7181102362204723,0.8,0.2556878306878307,0.0,136.6347875194127,5.275474421598946
CAR020,7.01,0,55.1,3190.0,24.8,0,1,378.7,0.7,2.96,152.84,6.6595,1,0,0,22.950671972370298,0.04357170897670767,2.2498310810810813,0.8,0.5132010582010581,0.0,160.88421052631577,2.9198586302416656
CAR181,8.07,85,43.5,2501.0,18.2,1,0,449.0,0.46,2.55,100.65,7.6665,0,0,1,13.12854627274506,0.07616989567809239,3.0064705882352944,0.1,0.370021164021164,0.37916666666666665,105.94736842105264,2.435571687840291
CAR155,16.42,20,35.0,2862.0,35.9,1,1,242.7,0.52,1.53,48.03,7.89,1,0,0,6.08745247148289,0.16427232979387882,5.156862745098039,0.8,0.3936931216931217,0.7479166666666667,99.95596958174906,2.8558848451928305
CAR106,5.86,10,79.5,2531.0,33.2,1,1,165.6,0.34,4.06,295.51,5.567,0,0,1,40.0,0.018838617982470985,1.3711822660098525,0.6,0.3936719576719577,0.6916666666666668,234.4,2.948427672955975
CAR022,14.11,20,62.2,2977.0,22.8,1,2,435.7,0.31,3.66,195.78,13.4045,1,0,0,14.605542914692826,0.06846715701297375,3.662431693989071,1.3,0.37176190476190474,0.47500000000000003,206.08421052631576,3.313250973091893
CAR099,7.42,20,110.4,2745.0,23.6,1,2,207.6,0.73,2.39,253.92,7.049,0,0,1,36.022130798694846,0.027760712035286707,2.9493723849372384,1.1,0.6055291005291006,0.4916666666666667,267.28421052631575,2.421052631578947
CAR186,14.56,20,48.1,1601.0,22.5,1,0,172.8,0.36,2.87,139.54,13.832,1,0,0,10.088201272411798,0.09912569872438012,4.819512195121951,0.3,0.2986455026455026,0.46875,146.88421052631577,3.053725790567895
CAR073,34.28,0,55.1,1828.0,23.6,1,0,145.7,0.88,3.89,206.54,21.882,1,0,0,9.438808152819668,0.1059455795487557,5.625192802056556,0.3,0.515010582010582,0.4916666666666667,323.56234347865825,5.87227483627329
CAR144,36.64,10,75.4,2320.0,32.1,1,1,275.6,0.37,2.36,168.59,22.8,1,0,0,7.394298245614035,0.1352393380390296,9.661016949152543,0.8,0.3871428571428572,0.6687500000000001,270.92708771929824,3.5931974498580668
CAR121,14.07,20,34.4,1619.0,23.3,0,2,285.9,0.66,4.29,126.49,13.3665,1,0,0,9.463210264467138,0.10567238516878805,3.115734265734266,1.3,0.3852433862433862,0.0,133.14736842105265,3.870563035495717
CAR069,35.8,10,29.3,3103.0,24.7,1,1,227.9,0.25,0.95,27.22,3.488,0,0,1,7.803899082568807,0.12814107274063188,3.6715789473684213,0.6,0.2946137566137566,0.5145833333333333,279.3795871559633,9.535139493377587
CAR110,18.24,0,63.8,1959.0,28.8,1,0,302.7,0.89,0.59,33.15,3.01,0,1,0,11.013289036544851,0.09079939668174962,5.101694915254237,0.0,0.541063492063492,0.6,200.88239202657806,3.1486268342723833
CAR099,33.51,10,66.9,1897.0,24.2,0,2,398.9,0.45,4.39,278.31,31.834499999999995,1,0,0,8.742402110917402,0.11438503826668102,7.251594533029612,1.3,0.3808888888888889,0.0,292.9578947368421,4.3790417748406885
