Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Road_Type,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L
CAR074,23.92,10,60.6,2403.0,16.9,1,0,City,425.3,0.8,2.58,160.75,22.611
CAR197,7.89,20,47.6,3865.0,29.3,0,0,City,443.6,0.63,4.02,174.18,7.495499999999999
CAR121,19.53,20,42.0,1879.0,16.6,0,0,Rural,236.1,0.52,3.64,150.13,18.5535
CAR077,15.0,20,17.9,,36.0,1,1,Rural,439.3,0.8,1.35,23.16,3.886
CAR034,16.54,10,70.5,1923.0,20.3,1,1,Rural,422.4,0.11,3.42,228.37,15.713
CAR069,40.24,10,35.9,1826.0,31.0,1,1,Rural,405.6,0.66,0.31,10.51,1.429
CAR050,7.55,0,23.1,2203.0,27.0,1,0,City,147.0,0.86,2.46,55.21,5.974
CAR020,26.56,20,35.2,2209.0,18.6,1,0,City,77.5,0.13,3.38,123.5,17.053
CAR045,19.74,20,78.4,3033.0,35.7,0,1,highway,180.8,0.62,2.06,153.61,18.752999999999997
CAR009,35.51,20,35.6,3264.0,30.9,0,0,City,320.1,0.67,3.93,139.27,23.758
CAR097,29.78,10,59.6,1745.0,35.7,1,1,City,361.8,0.4,2.02,103.94,14.196
CAR058,2.84,10,44.1,1347.0,33.9,1,0,City,176.4,0.09,3.94,155.99,2.698
CAR184,35.24,20,14.4,2595.0,24.9,0,2,,219.1,0.8,3.5,44.61,7.25
CAR104,3.19,20,29.9,2289.0,21.3,1,0,Rural,233.2,0.84,0.69,20.92,3.0305
CAR185,21.7,10,36.1,,39.5,1,0,City,103.6,0.1,3.51,123.02,14.838
CAR011,24.89,10,98.6,2458.0,27.4,1,0,City,375.7,0.23,3.54,320.09,23.6455
CAR026,23.18,10,,2509.0,12.1,0,2,Highway,73.8,0.32,2.45,163.75,17.424
CAR020,41.71,10,,2481.0,16.8,0,1,City,202.2,0.43,1.54,94.51,12.647
CAR098,33.29,10,69.2,2409.0,24.6,0,0,City,330.2,0.73,3.55,228.18,29.397
CAR079,19.95,20,35.5,3696.0,25.9,0,1,Rural,84.3,0.18,2.52,93.02,14.336
CAR131,7.79,10,44.4,,37.7,1,1,Rural,221.1,0.42,4.2,177.68,7.4005
CAR098,16.75,10,54.0,700.0,38.4,1,1,City,324.8,0.65,0.27,12.78,1.766
CAR094,14.46,10,46.1,1180.0,18.6,0,2,City,162.4,0.15,1.15,54.38,7.05
CAR174,40.29,0,62.6,2089.0,29.1,0,2,Rural,95.4,0.08,1.79,104.92,9.46
CAR130,27.96,10,46.3,,32.2,1,1,,236.6,0.77,2.92,121.36,14.883
CAR118,32.82,0,61.8,1821.0,17.9,1,1,,,0.48,2.16,134.85,12.343
CAR096,27.54,10,68.1,,40.0,1,2,Rural,192.1,0.84,0.82,50.87,8.851
CAR092,24.95,10,32.0,3229.0,27.6,0,0,City,344.3,0.54,3.99,126.11,15.598
CAR084,11.78,10,65.8,1847.0,22.9,1,1,Highway,368.8,0.36,2.2,131.74,11.190999999999999
CAR162,37.73,0,28.3,2009.0,30.5,1,2,City,425.4,0.32,0.96,24.18,2.8
CAR029,18.07,85,51.5,3021.0,20.8,0,1,Highway,184.5,0.61,3.5,170.76,17.1665
CAR080,41.4,20,52.2,2110.0,26.7,1,0,City,197.0,0.74,2.08,93.13,15.129
CAR076,3.48,10,7.2,1960.0,31.3,0,0,City,256.9,0.69,2.34,17.15,2.173
CAR163,34.38,85,55.9,1457.0,40.0,1,1,City,411.8,0.3,0.37,20.65,7.024
CAR143,42.27,10,64.8,2129.0,12.2,1,2,City,186.1,0.28,1.71,94.59,13.072
CAR131,2.53,20,63.5,2532.0,22.0,0,1,City,384.7,0.25,1.04,58.97,2.4034999999999997
CAR094,34.34,85,64.5,2642.0,19.2,1,1,City,338.4,0.13,1.02,57.87,19.93
CAR118,14.02,20,37.2,2682.0,24.1,0,0,Rural,304.2,0.1,3.75,135.36,13.318999999999999
CAR171,38.68,20,44.4,2204.0,37.6,1,1,City,382.4,0.7,0.23,10.32,1.812
CAR013,36.85,10,50.9,2381.0,32.6,0,2,City,254.2,0.71,2.68,133.83,19.531
CAR090,12.57,20,17.4,1553.0,19.5,1,1,City,180.5,0.56,3.71,64.9,10.525
CAR192,24.04,0,54.0,3415.0,31.3,1,0,City,93.5,0.82,2.24,109.35,12.791
CAR010,28.17,0,83.5,2273.0,32.0,0,2,highway,204.3,0.54,2.77,210.96,20.795
CAR114,10.45,0,42.3,1862.0,21.9,1,2,City,348.2,0.05,1.15,44.35,4.557
CAR038,33.09,85,45.3,3058.0,31.8,1,1,City,347.2,0.34,4.23,168.54,31.4355
CAR081,30.97,0,47.0,700.0,44.5,0,1,Rural,363.6,0.5,2.31,108.84,11.662
CAR141,42.05,0,80.6,1888.0,18.3,0,1,Rural,422.0,0.9,4.17,287.43,28.858
CAR064,29.07,20,36.6,2857.0,34.6,1,1,City,356.0,0.51,1.73,59.18,10.666
CAR031,37.3,20,,1648.0,27.4,1,1,City,287.8,0.36,1.48,117.74,19.401
CAR180,31.21,0,11.5,2051.0,26.5,1,1,Rural,183.7,0.65,2.75,31.63,3.31
CAR146,13.03,20,63.8,2456.0,31.2,1,0,City,366.8,0.46,2.31,151.56,12.378499999999999
CAR106,40.05,20,32.7,2292.0,26.4,1,2,Rural,436.3,0.38,0.86,24.73,4.411
CAR100,30.25,10,44.3,1393.0,40.2,1,0,City,84.2,0.22,3.14,130.46,16.196
CAR086,44.1,20,32.4,2962.0,24.1,1,2,City,226.8,0.61,4.39,135.29,26.007
CAR020,27.53,0,43.9,2684.0,19.5,0,2,Highway,164.0,0.21,3.21,147.87,12.355
CAR069,35.97,85,28.4,2232.0,29.3,1,2,City,242.5,0.83,3.18,81.88,29.731
CAR152,37.77,10,77.9,2413.0,32.4,0,1,City,428.0,0.07,0.56,41.56,5.261
CAR146,16.98,10,54.9,3087.0,38.4,0,2,City,,0.32,3.03,142.32,16.131
CAR166,25.44,10,9.0,2052.0,33.1,0,1,Rural,,0.3,3.45,30.77,3.332
CAR009,25.38,20,41.7,1669.0,46.2,0,2,City,194.0,0.76,4.23,156.86,24.110999999999997
CAR109,32.23,10,80.7,2273.0,22.1,0,0,city,362.4,0.83,1.16,91.69,12.341
CAR131,41.84,10,17.4,2112.0,21.4,0,2,Highway,298.0,0.82,4.25,77.47,10.171
CAR036,41.39,20,43.3,,,0,0,,94.4,0.2,2.78,119.99,17.546
CAR115,37.94,0,17.1,2246.0,38.5,0,2,City,134.9,0.32,3.44,60.8,7.279
CAR083,3.48,20,27.3,2482.0,35.1,1,0,City,398.3,0.78,0.98,23.43,3.306
CAR165,20.78,10,91.6,1911.0,33.4,0,0,Rural,326.2,0.42,0.83,76.6,7.886
CAR198,30.59,0,19.3,1982.0,30.7,0,2,Highway,328.4,0.39,3.41,56.48,5.195
CAR122,5.13,10,34.4,1301.0,27.6,0,2,Highway,,0.13,0.2,5.91,0.587
CAR095,26.91,10,50.7,1538.0,23.1,1,2,City,203.9,0.16,1.84,80.97,10.553
CAR181,4.1,20,46.0,3272.0,39.4,1,0,City,259.0,0.12,1.2,52.1,3.8949999999999996
CAR025,41.25,10,100.6,2703.0,29.8,1,1,Highway,191.2,0.43,3.73,325.26,37.935
CAR160,13.73,20,44.5,2252.0,40.8,0,0,Rural,385.0,0.07,0.41,16.41,2.291
CAR080,34.25,10,47.8,,23.7,0,1,City,197.8,0.5,3.62,157.76,19.275
CAR124,26.38,0,79.3,1628.0,18.7,0,2,Highway,165.9,0.83,0.95,69.85,6.564
CAR161,12.44,20,59.0,2623.0,32.6,0,1,City,296.7,0.6,3.51,211.24,11.818
CAR085,4.11,20,39.2,1565.0,28.6,1,1,Highway,163.7,0.59,1.74,67.8,3.9045
CAR017,7.17,10,18.0,1786.0,12.4,0,1,Highway,346.9,0.89,3.99,73.89,6.8115
CAR086,22.22,10,37.0,2403.0,31.3,1,2,Rural,385.7,0.44,1.3,42.25,6.25
CAR075,3.34,0,77.5,2099.0,27.1,1,1,Rural,322.9,0.6,4.15,279.65,3.1729999999999996
CAR095,25.36,20,13.7,10079.783659061835,22.2,0,1,Highway,299.4,0.5,2.95,36.77,5.193
CAR079,30.99,20,36.2,2820.0,9.3,1,1,Highway,415.1,0.54,2.3,78.22,12.775
CAR022,29.46,10,75.1,2347.0,27.5,0,0,Highway,342.9,0.66,1.68,125.6,12.734
CAR152,21.33,20,72.3,2509.0,15.2,0,0,Highway,435.0,0.4,2.84,189.79,20.263499999999997
CAR065,42.61,20,60.7,2678.0,41.3,1,1,Highway,225.8,0.57,0.25,15.36,2.528
CAR036,33.77,10,48.7,2454.0,14.0,0,0,City,315.7,0.13,3.17,152.73,17.907
CAR143,38.86,20,31.6,2186.0,33.9,0,0,City,416.1,0.72,0.97,30.35,4.503
CAR095,39.09,20,38.7,2069.0,31.2,0,1,Rural,118.2,0.76,2.88,110.16,16.556
CAR092,43.26,85,79.7,2176.0,48.0,1,2,City,92.4,0.89,3.68,253.33,41.096999999999994
CAR018,10.83,10,38.1,2655.0,28.6,0,1,Highway,262.9,0.41,3.84,134.76,10.288499999999999
CAR100,25.85,10,73.6,1961.0,32.2,0,1,Rural,70.7,0.16,4.48,292.41,24.5575
CAR148,40.65,10,46.1,1730.0,15.0,0,1,City,262.9,0.46,0.97,43.71,5.312
CAR103,35.65,20,60.6,2963.0,31.1,0,2,City,107.2,0.18,1.37,78.66,12.172
CAR183,11.44,20,,2433.0,16.5,1,2,City,155.5,0.29,1.55,106.65,10.867999999999999
CAR005,16.07,10,,1844.0,32.0,0,1,City,82.7,0.39,1.53,13.14,1.583
CAR009,43.52,0,53.5,2845.0,11.1,1,1,City,107.5,0.06,1.48,69.57,6.041
CAR195,20.43,20,38.5,2004.0,12.0,0,2,City,253.5,0.9,1.76,70.41,12.478
CAR085,40.92,20,43.1,1184.0,28.3,0,0,City,169.4,0.15,4.03,176.7,22.714
CAR167,4.04,10,31.5,1916.0,23.8,1,0,City,440.4,0.51,4.16,117.34,3.8379999999999996
CAR169,24.27,10,12.2,1932.0,33.6,1,2,Rural,131.2,0.45,2.46,25.74,3.599
CAR131,12.5,20,37.2,2244.0,25.7,0,0,Rural,326.8,0.53,0.54,17.25,2.521
CAR112,34.17,10,43.2,1220.0,22.8,1,2,City,358.2,0.54,2.8,115.83,16.601
CAR083,42.71,20,21.6,,12.0,0,1,Highway,99.3,0.41,1.02,22.7,2.908
CAR029,2.31,85,30.5,1974.0,35.3,1,2,Rural,398.6,0.06,2.27,62.61,2.1945
CAR103,44.93,10,30.2,2153.0,38.1,1,2,City,340.6,0.64,1.43,36.96,6.177
CAR188,19.13,10,55.8,1815.0,24.6,1,1,City,82.5,0.8,2.66,150.19,18.173499999999997
CAR089,2.91,0,34.4,2560.0,33.7,0,1,city,323.7,0.56,0.78,27.99,2.7645
CAR076,22.05,20,266.00180284498595,1171.0,29.7,1,2,Highway,134.2,0.08,2.73,163.46,20.947499999999998
CAR178,5.44,20,80.7,2232.0,21.9,1,2,Highway,173.5,0.81,0.66,51.21,5.168
CAR137,19.21,10,48.6,2377.0,27.9,1,0,Highway,73.7,0.3,4.24,201.0,18.2495
CAR178,28.45,10,70.7,2462.0,,0,1,City,,0.13,3.64,256.39,27.027499999999996
CAR118,25.43,20,52.1,1826.0,,1,2,Rural,195.2,0.3,0.97,46.59,7.267
CAR136,37.24,0,58.0,1975.0,24.8,1,2,Highway,170.9,0.15,1.31,75.98,6.703
CAR045,33.32,85,37.8,2097.0,24.8,0,1,Rural,240.2,0.8,0.29,9.56,3.209
CAR164,26.09,20,61.6,1610.0,34.4,0,0,City,283.8,0.39,1.76,93.74,13.315
CAR191,21.6,20,20.4,1310.0,24.8,1,0,Rural,80.4,0.23,2.85,50.78,6.518
CAR070,11.29,0,9.7,1779.0,40.2,1,0,City,287.1,0.11,0.41,3.42,0.329
CAR113,19.15,10,69.2,1771.0,26.6,0,0,City,228.2,0.22,3.92,253.56,18.1925
CAR194,37.38,10,40.4,1962.0,24.7,0,0,City,416.6,0.67,0.26,10.17,1.247
CAR103,27.26,10,19.6,1496.0,30.4,0,0,Rural,332.7,0.75,0.22,4.13,0.471
CAR081,20.96,10,51.4,1422.0,25.5,0,0,City,148.7,0.59,2.13,104.07,12.408
CAR069,35.59,0,13.9,3234.0,,0,0,Rural,286.3,0.06,0.67,8.3,0.589
CAR151,39.32,10,63.3,1646.0,33.3,1,2,Rural,402.6,0.79,0.91,52.16,7.011
CAR143,13.15,10,51.7,2330.0,23.6,0,1,City,367.1,0.83,2.06,109.73,12.4925
CAR005,3.88,0,22.3,1510.0,31.8,0,1,Highway,127.4,0.14,3.52,72.13,3.686
CAR193,13.44,10,30.3,1836.0,28.9,1,1,Highway,274.5,0.2,2.96,89.83,9.655
CAR078,43.13,20,16.8,2358.0,26.8,1,2,Highway,379.6,0.11,3.56,58.6,9.467
CAR064,13.01,20,33.4,1961.0,20.7,1,0,City,240.0,0.46,2.15,63.27,9.106
CAR156,38.73,20,54.1,2394.0,43.9,1,0,City,335.4,0.4,1.36,63.46,11.116
CAR002,33.97,0,31.1,1878.0,34.2,1,1,City,206.4,0.17,1.62,50.87,5.082
CAR119,3.85,10,33.5,1964.0,34.3,1,1,City,341.7,0.28,4.26,123.17,3.6574999999999998
CAR195,22.72,85,58.8,1841.0,26.5,0,0,City,341.0,0.59,4.43,263.9,21.584
CAR100,23.27,10,54.6,2201.0,43.6,0,1,Highway,407.1,0.39,4.24,234.5,22.106499999999997
CAR097,7.63,10,75.5,3173.0,20.8,1,0,City,446.1,0.35,0.82,53.26,7.2485
CAR062,20.68,20,48.9,2163.0,31.8,1,0,City,264.0,0.16,3.7,174.91,19.645999999999997
CAR166,10.34,20,27.7,1855.0,26.4,1,0,Highway,419.1,0.7,2.72,64.28,9.24
CAR126,9.07,10,13.4,2679.0,13.6,1,1,Rural,257.3,0.21,0.76,10.08,1.314
CAR189,10.8,20,68.6,1328.0,16.0,0,1,Highway,250.3,0.73,0.38,23.42,3.244
CAR093,13.55,20,28.8,2551.0,27.3,0,2,,393.7,0.13,3.43,88.85,12.8725
CAR173,28.07,10,58.5,2543.0,25.4,1,0,Rural,241.8,0.24,4.28,231.61,24.501
CAR009,23.2,85,33.6,1753.0,32.6,0,1,Rural,353.8,0.78,3.17,109.45,22.04
CAR163,35.47,20,22.6,2452.0,25.5,1,1,City,375.6,0.67,0.28,6.31,1.157
CAR181,40.65,20,47.1,2275.0,36.0,1,2,Highway,250.2,0.63,1.09,44.49,7.157
CAR093,13.98,0,30.3,1500.0,32.4,0,0,,436.5,0.47,1.17,32.97,2.896
CAR141,9.74,0,53.2,2105.0,27.2,1,0,,127.0,0.17,4.45,219.66,9.253
CAR198,22.0,20,56.1,2386.0,30.8,0,1,Rural,293.1,0.83,2.98,161.12,20.9
CAR012,32.42,20,30.5,10694.307286732272,27.9,1,2,Highway,311.9,0.12,1.78,50.32,7.694
CAR019,4.06,10,52.4,2147.0,13.2,0,0,Highway,411.9,0.29,1.42,69.14,3.8569999999999993
CAR148,24.81,0,45.4,2084.0,23.4,1,1,Highway,166.4,0.16,3.16,150.08,10.568
CAR147,11.65,0,73.8,1067.0,45.1,0,0,Highway,202.7,0.15,3.89,247.72,11.067499999999999
CAR086,34.73,10,48.4,3602.0,34.5,0,0,Highway,207.2,0.08,2.17,96.85,9.223
CAR068,40.46,20,41.1,1524.0,17.6,0,2,City,328.3,0.52,3.45,129.59,21.203
CAR031,37.27,10,56.5,2062.0,23.2,0,0,Rural,254.1,0.07,3.32,190.19,17.396
CAR067,21.62,10,60.9,1593.0,24.8,0,1,Rural,252.8,0.15,0.61,34.25,3.425
CAR144,39.85,20,58.6,2566.0,17.7,0,1,City,226.4,0.55,1.9,111.12,17.532
CAR178,40.55,10,55.6,1124.0,38.4,1,0,Highway,311.9,0.07,4.39,219.37,21.078
CAR189,32.32,0,50.0,3151.0,29.5,0,1,Rural,,0.18,4.23,202.39,14.768
CAR144,11.59,20,66.0,1878.0,20.2,1,0,Highway,265.8,0.16,0.96,62.71,8.62
CAR139,11.02,20,58.6,2129.0,28.9,0,1,City,181.3,0.25,0.88,53.67,7.811
CAR092,19.92,0,35.5,2109.0,25.2,1,1,City,227.7,0.73,2.34,83.52,9.396
CAR176,20.18,20,34.9,2313.0,,0,1,Highway,291.5,0.41,4.21,131.94,18.147
CAR043,37.73,0,70.0,2030.0,25.8,1,1,Highway,165.9,0.78,4.43,281.18,24.525
CAR031,20.25,10,44.0,2055.0,26.5,0,0,city,237.6,0.81,0.47,21.0,2.628
CAR109,16.52,10,16.3,2888.0,27.3,0,1,Rural,178.9,0.4,3.84,57.8,6.386
CAR183,40.79,10,54.9,1630.0,22.8,0,1,City,427.6,0.11,0.76,35.96,4.446
CAR149,14.82,0,45.8,2101.0,31.1,0,1,City,199.7,0.72,3.37,151.2,14.078999999999999
CAR043,11.65,20,6.5,1375.0,27.7,1,2,Rural,140.5,0.24,2.5,14.79,2.313
CAR109,29.52,20,47.2,1556.0,15.6,1,1,Highway,183.3,0.38,3.85,163.0,22.988
CAR112,17.51,20,59.0,2563.0,35.5,1,2,Highway,82.4,0.11,1.66,93.38,13.793
CAR101,44.29,10,79.8,2570.0,26.2,1,1,Rural,143.2,0.23,2.81,233.95,28.078
CAR181,35.69,0,55.2,1686.0,33.5,1,0,Rural,250.3,0.76,2.16,112.1,10.189
CAR168,29.03,20,17.0,2148.0,27.9,1,0,City,171.3,0.87,3.45,60.54,10.219
CAR154,10.95,0,37.7,2021.0,38.9,1,0,City,238.7,0.55,1.18,39.92,4.186
CAR138,13.87,10,50.3,1579.0,28.7,0,0,Rural,90.1,0.58,2.32,103.33,10.388
CAR147,3.8,20,60.8,2888.0,15.2,0,0,Rural,222.6,0.81,4.41,233.15,3.61
CAR158,20.18,10,53.9,2129.0,17.8,1,0,City,100.1,0.54,3.83,197.79,19.171
CAR127,25.3,10,72.8,2428.0,29.3,0,2,City,228.0,0.87,1.66,117.51,17.13
CAR179,28.92,20,29.3,1839.0,48.0,1,0,City,246.0,0.2,0.79,22.91,4.009
CAR014,35.05,20,95.6,,35.1,1,1,Highway,442.2,0.35,1.52,142.4,20.717
CAR029,28.36,10,59.5,2364.0,28.8,0,0,City,134.9,0.75,1.44,82.13,10.595
CAR002,27.86,10,20.4,1974.0,29.2,1,2,Highway,378.2,0.26,4.33,90.81,11.897
CAR121,23.03,10,71.3,2092.0,36.3,0,1,City,237.8,0.63,2.97,194.18,21.8785
CAR010,25.96,20,56.6,2740.0,20.5,0,2,Rural,228.6,0.16,2.21,126.58,19.11
CAR011,18.81,20,31.8,2215.0,15.1,0,1,Highway,320.2,0.43,4.15,112.66,16.154
CAR046,9.51,0,57.2,1414.0,19.5,0,2,City,363.4,0.4,1.78,100.35,9.0345
CAR023,41.97,85,49.0,1936.0,26.8,1,0,Highway,139.7,0.43,0.58,29.71,9.007
CAR009,39.01,85,64.4,2795.0,27.2,1,2,,216.9,0.05,0.69,44.89,16.006
CAR072,26.3,20,69.6,1109.0,27.3,0,0,City,358.5,0.74,2.75,166.57,24.212
CAR162,36.0,10,56.3,2007.0,31.1,0,0,City,357.3,0.61,4.49,234.05,26.79
CAR117,22.86,10,64.6,1920.0,20.6,1,1,City,291.5,0.39,2.75,185.81,21.717
CAR049,14.01,10,,2743.0,36.8,1,1,Highway,212.3,0.52,0.62,44.36,5.811
CAR198,15.06,0,19.1,1968.0,37.3,0,1,Rural,231.7,0.42,1.18,21.13,2.041
CAR094,13.52,0,44.7,2453.0,31.2,1,0,Highway,354.3,0.66,2.78,109.79,8.713
CAR012,12.77,20,67.0,2290.0,18.7,1,1,Rural,96.4,0.21,1.71,97.64,12.131499999999999
CAR097,34.04,10,40.7,1274.0,36.8,0,0,Highway,376.2,0.36,3.78,143.37,14.358
CAR154,2.51,85,71.4,1897.0,23.5,1,0,City,78.8,0.52,3.33,240.51,2.3844999999999996
CAR087,37.95,10,86.2,1365.0,27.8,0,1,City,378.9,0.18,0.8,62.32,7.883
CAR145,22.48,0,30.5,1975.0,36.5,0,0,Rural,,0.21,2.26,60.97,4.819
CAR157,14.04,20,23.251905843093176,1526.0,37.9,1,2,Highway,184.3,0.2,3.38,17.12,2.729
CAR005,17.92,10,31.5,858.0,14.3,1,0,City,225.4,0.32,0.86,26.41,2.742
CAR169,28.72,0,68.4,2920.0,25.4,1,1,Rural,321.8,0.44,1.86,132.42,14.194
CAR049,34.38,20,72.0,2141.0,26.5,1,0,City,,0.42,2.1,154.31,23.713
CAR197,10.72,10,,3042.0,22.9,0,2,Rural,72.6,0.4,3.08,298.29,10.184
CAR088,4.13,85,63.9,2962.0,33.6,1,2,,242.7,0.65,1.0,56.85,3.9234999999999998
CAR166,29.47,20,54.4,1746.0,18.4,1,0,Rural,94.0,0.4,3.84,218.53,27.996499999999997
CAR072,39.57,10,83.8,,38.6,0,2,Rural,297.3,0.75,4.44,370.52,37.591499999999996
CAR141,34.32,20,6.9,3245.0,32.7,1,2,Highway,,0.64,1.98,11.94,2.102
CAR078,17.37,10,48.4,1071.0,37.4,0,0,Rural,117.3,0.46,4.27,203.35,16.5015
CAR005,13.23,10,110.4,2180.0,43.7,1,1,City,207.7,0.08,3.05,287.25,12.5685
CAR160,29.4,0,30.7,900.0,19.9,0,1,Rural,446.7,0.78,3.2,85.85,8.553
CAR101,2.85,20,40.6,1856.0,21.6,0,1,City,229.6,0.79,1.71,67.95,2.7075
CAR101,11.82,20,71.0,1717.0,25.6,1,2,City,124.9,0.12,3.04,217.15,11.229
CAR120,33.57,20,43.4,,22.6,1,2,Highway,399.1,0.49,2.63,109.71,18.276
CAR107,7.54,85,30.2,2746.0,16.2,0,1,Highway,447.8,0.65,0.77,23.44,7.162999999999999
CAR127,23.93,20,47.4,2183.0,27.2,0,0,Highway,291.5,0.52,1.59,64.57,8.741
CAR190,5.52,0,35.4,2774.0,37.1,0,0,Highway,,0.73,3.04,106.32,5.244
CAR088,18.48,10,39.0,2020.0,37.5,1,0,City,428.2,0.37,2.01,72.78,9.285
CAR058,14.11,85,60.8,1885.0,27.8,0,1,,168.9,0.81,3.32,188.41,13.404499999999999
CAR043,15.14,20,39.2,3279.0,33.1,1,2,City,311.5,0.07,3.28,124.69,14.383
CAR112,24.34,10,55.3,2388.0,33.6,0,2,Rural,89.4,0.82,0.95,54.89,7.817
CAR152,27.8,10,80.1,7146.829981543843,30.0,1,0,Highway,438.5,0.07,2.86,234.52,23.717
CAR035,8.68,10,38.9,3109.0,30.9,1,1,City,331.3,0.19,4.0,161.44,8.245999999999999
CAR035,6.8,20,15.0,2089.0,23.5,1,0,Highway,222.5,0.38,2.44,38.05,4.588
CAR026,34.93,0,110.1,2699.0,13.9,1,1,Highway,152.3,0.39,3.17,325.6,33.183499999999995
CAR027,27.03,85,58.6,,24.6,0,2,Highway,308.8,0.53,1.39,81.05,25.6785
CAR170,16.97,20,46.1,2265.0,19.9,0,1,,,0.69,1.31,52.32,7.285
CAR171,12.76,20,61.8,1968.0,27.7,0,2,,158.7,0.39,0.85,52.22,7.944
CAR169,34.12,10,36.9,3040.0,26.4,1,1,Highway,144.2,0.64,4.41,143.11,15.337
CAR150,37.51,0,41.2,2483.0,7.0,0,1,City,278.4,0.08,2.54,96.91,8.709
CAR099,31.71,0,58.7,1458.0,19.6,1,1,Highway,340.1,0.82,3.81,211.6,20.989
CAR048,15.63,10,33.5,3541.0,11.2,1,2,City,188.5,0.29,3.37,115.31,14.8485
CAR068,9.72,10,59.0,10754.16348423264,44.3,0,2,City,251.6,0.55,1.46,86.42,9.234
CAR034,23.7,20,53.3,,26.6,0,0,Highway,70.4,0.33,3.12,144.63,16.556
CAR063,7.44,10,56.9,2938.0,35.3,1,1,Highway,407.2,0.22,1.4,77.88,7.068
CAR179,29.2,10,21.2,3223.0,27.9,1,1,,101.5,0.46,3.33,70.34,9.826
CAR195,31.69,10,60.9,2227.0,35.8,1,0,City,188.5,0.18,3.73,205.35,22.908
CAR137,14.18,20,86.1,3083.0,34.6,1,1,City,297.2,0.07,4.28,372.23,13.470999999999998
CAR109,39.63,10,75.7,2837.0,36.0,0,0,Highway,164.0,0.8,2.35,154.03,16.078
CAR017,16.3,0,97.6,2744.0,,0,0,City,356.7,0.56,2.49,227.31,15.485
CAR117,32.76,20,60.6,2627.0,15.2,0,2,rural,427.8,0.37,3.82,226.98,31.121999999999996
CAR137,12.71,20,61.0,1154.0,23.0,1,0,City,324.8,0.5,2.33,128.36,12.0745
CAR137,15.91,20,58.6,2287.0,24.4,0,1,Highway,143.0,0.31,3.5,200.99,15.1145
CAR188,3.68,20,55.8,1246.0,37.0,0,2,City,435.3,0.22,1.88,102.96,3.496
CAR058,10.87,85,49.0,901.0,19.0,1,2,City,176.6,0.52,2.7,137.44,10.3265
CAR130,2.36,20,35.8,1117.0,18.3,0,2,,,0.74,3.31,101.21,2.242
CAR014,28.7,20,32.9,1274.0,34.4,1,1,Highway,99.2,0.15,4.4,135.44,17.063
CAR025,44.04,20,15.5,2695.0,27.0,0,1,Highway,152.9,0.44,2.27,35.2,4.704
CAR146,36.99,10,53.8,1574.0,17.3,0,0,City,248.2,0.16,1.28,70.73,6.918
CAR170,15.38,10,57.3,2146.0,26.1,1,0,Highway,417.6,0.36,4.27,221.09,14.611
CAR058,35.43,10,65.2,6991.203868042889,28.0,0,0,Rural,148.5,0.69,3.55,215.53,23.616
CAR077,5.9,0,39.7,1889.0,9.4,1,1,Rural,273.7,0.47,4.28,165.94,5.605
CAR044,27.78,10,39.5,2505.0,38.2,1,0,City,191.8,0.49,0.98,34.03,4.643
CAR136,39.3,20,62.1,,24.4,1,1,Highway,72.9,0.67,1.57,96.11,14.173
CAR193,36.48,10,73.0,2542.0,23.2,0,2,City,105.3,0.87,3.42,220.63,32.741
CAR151,27.81,20,59.9,2603.0,27.7,0,0,City,389.8,0.82,2.56,153.36,24.594
CAR161,40.24,10,43.4,1444.0,14.0,0,1,City,430.8,0.89,3.18,126.2,17.546
CAR117,43.7,0,56.2,2304.0,11.8,1,2,highway,321.4,0.87,1.01,48.94,5.552
CAR162,25.02,20,57.2,2741.0,31.6,0,0,City,353.4,0.83,1.42,70.02,11.552
CAR142,12.53,10,49.0,1439.0,38.5,0,2,Highway,132.4,0.28,2.36,104.3,11.738
CAR017,30.26,10,82.8,2922.0,38.0,1,1,City,,0.73,2.08,165.12,27.125
CAR038,18.27,10,80.5,1907.0,32.8,0,0,Highway,125.9,0.53,2.14,171.15,16.406
CAR124,23.91,10,74.0,1806.0,20.1,0,2,City,169.6,0.32,3.16,243.29,22.714499999999997
CAR149,29.07,20,40.9,1432.0,17.7,1,1,Highway,212.7,0.68,0.85,32.39,4.445
CAR059,43.96,20,44.0,2981.0,31.4,0,1,,351.7,0.24,0.82,30.7,4.413
CAR058,37.84,10,35.6,3044.0,41.6,1,1,City,105.0,0.15,1.15,35.1,5.008
CAR106,44.48,0,62.4,959.0,32.4,1,2,City,294.6,0.21,3.75,214.95,20.707
CAR136,16.34,10,52.1,2874.0,25.3,0,1,City,431.8,0.55,0.37,17.58,2.497
CAR151,36.41,20,61.4,2145.0,19.3,1,1,Highway,330.3,0.71,0.54,30.13,4.644
CAR087,18.65,10,73.7,2614.0,42.5,1,2,Highway,144.1,0.89,2.64,190.16,17.717499999999998
CAR166,44.92,0,88.8,1269.0,37.2,0,1,,128.1,0.34,4.12,327.64,31.235
CAR134,6.72,85,58.4,1790.0,12.4,0,0,City,132.9,0.12,1.88,104.05,6.3839999999999995
CAR056,44.92,10,68.2,1008.0,29.5,1,1,Rural,446.0,0.46,4.11,274.76,34.844
